,id,Text,label,etc,Score
227,61104950-1700,"	This is super minor but I would replace `market_id` here with `getattr(self.microsite, 'market_id', None)` and remove that stuff at the top of the method since we only need it here and, depending on the config, the code might not even get here.",NU,,[0.]
228,60961367-1697,"	Why did we add width here?",NU,,[0.]
229,60961401-1697,"	and here?",NU,,[0.]
230,60766099-1690,"	we don't have to check for empty string either?",NU,,[-1.]
231,60755659-1689,"	Could move this logic to a function and add some jasmine tests perhaps.",NU,,[0.]
232,60736152-1688,"	If it's in sass that's the case, but inline styles trump everything that isn't marked with ```!important```",NU,,[0.]
233,60659192-1684,"	Lol man it sucks doing this in knockout.",NU,,[0.]
234,60633774-1683,"	Is this getting formatted correctly? There is a jinja filter for display our datetime objects in a human readable format.",NU,,[0.]
235,60655089-1683,"	Instead of this I think you should be using a filter: https://github.com/vendasta/MS/blob/develop/src/app/views/jinja_ext/util.py#L49  Also if you do it the way you've shown above you should be using a constant to make sure we have consistent date(time) formatting.",NU,,[0.]
236,60489793-1673,"	whoa, that's a mouthful",NU,,[0.]
237,60492817-1673,"	Of course you'd say that lol",NU,,[0.]
238,60468974-1670,"	Not really important, but should we pare this down to just `[GET]`?",NU,,[0.]
239,60314304-1668,"	Is it ever possible to get a failure?",NU,,[0.]
240,60315494-1668,"	LSP should probably be title cased since it's a name",NU,,[0.]
241,60323812-1668,"	May want to check if this account group was found for the account group id before `user_interested_in_listing_sync_pro` and if it doesn't you could probably return `{ 'success': False }`",NU,,[0.]
242,60325403-1668,"	I think that should be the responsibility of the API endpoint in salestool.  Let's keep this AJAX endpoint lightweight.",NU,,[0.]
243,60415167-1668,"	Just a reminder we have to setup the pubsub topics on MS/ST for each environment when they are deployed.",NU,,[0.]
244,60415581-1668,"	In the future I would just return the `sales_person_details` dict from this method and then if the view (or whoever wants to make use of this method) chooses to serialize it to json they can do that on their own. As it is right now if, for example, they wanted to add an extra key/value they would have to deserialize, add key/value, and then serialize it again which is obviously not ideal.",NU,,[0.]
245,60416233-1668,"	Only problem is this code will fail on the next line because `partner_id` and `market_id` don't exist for `None` object in which case we should probably return a 404 or something.  I don't think it's a big deal though because it's just an internal ajax endpoint that will still fail if the `account_group` doesn't exist anyway (in which case how are they even hitting this endpoint?).",NU,,[-1.]
246,60416322-1668,"	Given that it's an internal ajax endpoint if something goes wrong it'll just raise an exception which I think is probably okay unless we find a specific error scenario we want to handle.",NU,,[-1.]
247,60416676-1668,"	I don't think we should block this from getting merged but we should update ST (if it hasn't been done already) to support `MS`. Otherwise this is going to get super difficult to maintain because in ST it looks like `VBC` is hitting their api.",NU,,[-1.]
248,60416813-1668,"	Same here.",NU,,[0.]
249,60416834-1668,"	Same here.",NU,,[0.]
250,60416852-1668,"	Same here.",NU,,[0.]
251,60416998-1668,"	In the future JS should be written with methods/variable using `camelCase` instead of `snake_case`.",NU,,[0.]
252,60417175-1668,"	Lol empowertising.",NU,,[0.]
253,60301727-1667,"	Won't this mean MS won't be updated but the change will remain on AA so the two will be out of sync?",NU,,[-1.]
254,60302005-1667,"	Where/how is this set?",NU,,[0.]
255,60294188-1666,"	I assume you'll change this `45` to something real in PRD-73?",NU,,[0.]
256,60294490-1666,"	Will it always be 45 on prod? I know Pirates are adding Canada sometime this sprint, which will have a different number of sources, so we can calculate the total when we do that.  Edit: Brad is right, PRD-73 looks like the story for that.",NU,,[0.]
257,60297474-1666,"	Definitely should not be a constant (i.e. 45) we can just pull from the list of directories we have. Can address in PRD-73.",NU,,[0.]
258,60297547-1666,"	The number of directories can and will change without our involvement so it needs to be dynamic.",NU,,[0.]
259,60249881-1659,"	I can't really tell, but you might benefit from caching the result of `get_social_sync_profiles` I think it's used multiple times within this class. I can't really tell from the PR if it would be used more than once during a single instance of the class though.",NU,,[0.]
260,59642634-1649,"	You're re-using the `message` variable here.  Maybe rename it to avoid confusion.",NU,,[-1.]
261,59642944-1649,"	I generally recommend opening a separate, direct-to-master, pull request for upgrading libraries.   This helps avoid conflicts with other people who want to upgrade the library to a still-newer version. It would also make **this** PR a lot easier to navigate.",NU,,[0.]
262,59643095-1649,"	Is there not an 'ms' API user for Sales Tool? Probably shouldn't be pretending to be another project here.",NU,,[-1.]
263,59763077-1649,"	`dealing with triggering hotness when user shows interest`  Sounds like friday night.",NU,,[0.]
264,59765493-1649,"	Minor, but I think this would be a bit more readable if you grabbed the account group off the sales person first.  Part of this is just preferred style but something like: ```python account_group = sales_person.get(self.microsite.agid) sales_person_details = {     'salesPerson': '',     'agid': self.microsite.agid } if account_group:     sales_person_details.update({         'salesPerson': account_group['firstName'],         'email': account_group['email']         # etc.     }) return json.dumps(sales_person_details) ```",NU,,[0.]
265,59766558-1649,"	I agree, but using Brent's [Pretty Pull Requests](https://chrome.google.com/webstore/detail/pretty-pull-requests-gith/ljnjpkadhhcdniohpfilddnhahoigdec?hl=en) extension you can collapse files/directories you don't want to look at which makes it more bearable.",NU,,[0.]
266,59766859-1649,"	Some unnecessary indenting going on here.",NU,,[0.]
267,59766961-1649,"	Minor but in JS we should be using `camelCase`. It looks like you are for `salesPerson` and some of the other fields so please keep that going.",NU,,[0.]
268,59792731-1649,"	Is it possible for the account group to be missing any of these? Maybe using get would be better incase a key is missing.",NU,,[0.]
269,59793685-1649,"	Ok, just as long as they keys do get passed back from the api call.",NU,,[0.]
270,58709617-1639,"	Would look a bit better if this validation can be moved to the beginning of the function.",NU,,[0.]
271,58442216-1637,"	what does this do?",NU,,[0.]
272,58444208-1637,"	thanks",NU,,[0.]
273,58398708-1636,"	These sidebar redirect handlers are the same in rm, sm and ms, or at least should be the same. If you need to make a change here you should also make that change in the other products",NU,,[0.]
274,58398839-1636,"	this is the `vauth` lib fyi",NU,,[0.]
275,57780346-1625,"	it still works without ""www"" right?",NU,,[0.]
276,57618573-1623,"	So this function will only affect old_mappings that have no redirects? Is that on purpose?",NU,,[0.]
277,57629602-1623,"	Should this be refactored to use our new update method? It looks like add_hostslug_msid_mapping and remove_msid_for_hostname together kind of work like our new update method.",NU,,[0.]
278,57341398-1618,"	so these other pages are still in use?",NU,,[0.]
279,56388712-1613,"	~~can you do this with ``` ReviewDocument.get_reviews ```?~~ nevermind, you can't",NU,,[-1.]
280,56575263-1613,"	you probably want to test that the query you build in this method is scoped to the specified agid and filters out unpublished reviews",NU,,[0.]
281,56580249-1613,"	Right. ``` scaled_stars ``` is the source-agnostic property and is normalized from 0 to 1000. You'd have to translate back to 1-5 once you got a number back though.",NU,,[0.]
282,55857776-1606,"	could you break out the logic here into separate functions ```python if service_type == CS_KEY.FS_VENU:     context = self._setup_foursuqare_context(context) elif service_type == CS_KEY.FB_PAGE:     context = self._setup_facebook_context(context) ```",NU,,[0.]
283,56175252-1606,"	As pointed out by Shawn, it could be better to use gritter instead of console log",NU,,[0.]
284,56176422-1606,"	I might be too picky here, but ++index is usually used only when necessary. Use index++ if it does the same thing",NU,,[0.]
285,56194092-1606,"	No need to bind the $data in the click function. use bind only when you need to pass extra params except the current $data. By default, there will be two params passed to the function, the 1st one is the $data and the 2nd one is the event details.",NU,,[0.]
286,56194783-1606,"	A loop here?",NU,,[0.]
287,55535398-1589,"	Instead of spreading out a bunch of logic to stop gmb stuff when it's disabled, can you pass this into the context and just hide it from the UI?  That's generally the route we go when we put stuff behind a feature flipper.  It's a lot easer to remove later as you aren't changing any of the underlying logic",NU,,[-1.]
288,55543130-1589,"	I don't think the account will ever have a location cursor, as that doesn't show up until our first call to get the locations",NU,,[-1.]
289,55543257-1589,"	the account won't have locations to start with anymore as that work would now have to be done in the JS",NU,,[0.]
290,55543401-1589,"	`if (!self.locationCursor())` would work better here",NU,,[0.]
291,55543628-1589,"	You can just `return` here, you don't need to `return true` as that implies that there could be a different return type when it's not actually going to be used for anything",NU,,[-1.]
292,55544497-1589,"	the general convention is to do this before the ajax call instead of relying on the ajax beforeSend.  That being said, I'm pretty sure we did it that way because no one knew about this `beforeSend`.  You might have some trouble writing a test for this, but if you can follow the same pattern for testing the success function then it should work.",NU,,[0.]
293,55545018-1589,"	We don't want to leave console.log's in the JS as they won't be helpful to anyone (the end user won't be able to see it). We can use a $.gritter call here which will tell the user that something went wrong",NU,,[-1.]
294,55546995-1589,"	All of the operations in this function deal with the account that is passed in.  Instead of passing the account in to this function, the click event should be handled by the account model.  The only thing that this function can do is set the other accounts to being not selected.  If you select one account then select the next one, we can leave the previous one as selected so it stays open.",NU,,[0.]
295,55547332-1589,"	this doesn't need to be defined if there's nothing in the function",NU,,[-1.]
296,55549642-1589,"	We generally want to avoid using id's in styles as much as possible as it's hard to overwrite them.  This isn't worth changing, but just for future reference if you want to style something the default should be using a class",NU,,[-1.]
297,55753655-1589,"	Ah, I thought there was collapsing",NU,,[0.]
298,55753949-1589,"	it'd be nice to indicate that somehow, I'm not really sure the best way though",NU,,[-1.]
299,55532349-1589,"	None of these kwargs are optional.  If you make them args instead of kwargs then you don't need the check/raise ValueError stuff.",NU,,[-1.]
300,55534175-1589,"	As this is now in the GoogleMyBusinessSync class it can probably be named something like `getConnectedLocation` as the GMB is already implied",NU,,[0.]
301,55541317-1589,"	if you make this `self.request.get` instead of `params.get` then you can set self.request as a dictionary in the tests and it's a lot easier to test",NU,,[0.]
302,55543401-1589,"	`if (!self.locationCursor())` would work better here",NU,,[0.]
303,55543628-1589,"	You can just `return` here, you don't need to `return true` as that implies that there could be a different return type when it's not actually going to be used for anything",NU,,[-1.]
304,55544497-1589,"	the general convention is to do this before the ajax call instead of relying on the ajax beforeSend.  That being said, I'm pretty sure we did it that way because no one knew about this `beforeSend`.  You might have some trouble writing a test for this, but if you can follow the same pattern for testing the success function then it should work.",NU,,[0.]
305,54899849-1588,"	Not sure how everyone feels about a super get, but maybe this check could be added to BaseReviewWidgetHandler instead of doing it in each.",NU,,[0.]
306,54899870-1588,"	To make GitHub shut up: ![image](https://cloud.githubusercontent.com/assets/8963131/13500008/36108572-e126-11e5-9867-9cd2b27b85f8.png)",NU,,[0.]
307,54905434-1588,"	It is often a bad idea to do unicode conversions with accounting for encoding errors. You can either: * `except ValueError` * pass kwarg `errors=ignore` or `errors=replace` to work around errors",NU,,[0.]
308,54905994-1588,"	Isn't `_public` an oxy-moron in the Python world? :stuck_out_tongue:",NU,,[0.]
309,54467814-1587,"	we can't use ``` operation.db.put() ``` here?",NU,,[-1.]
310,52361694-1560,"	whats with ``` ua_mobile_profile == PR_MOBILE_IOS and source_id == GOOGLE_MAPS_SOURCE_ID ``` ? We don't want to link to gmaps if they are on mobile?",NU,,[-1.]
311,52363949-1560,"	Did you guys miss the comment right above? [MS-2252](https://vendasta.jira.com/browse/MS-2252) has the details on this, but to sum up, the second clause on the `if` can be removed completely if we have a working links to Google Maps reviews to share the review. (ie. just `if source_listing:`)",NU,,[0.]
312,51314541-1557,"	this should be an ``` a ``` tag now",NU,,[0.]
313,50869875-1549,"	Ah ok `COMPLETE-OK`",NU,,[0.]
314,50547021-1548,"	Does this bug also affect these FAVICONs being served below? If not, why not? They are using `http` exclusively.  `return 'http://' + self.request.host + mapping.get_url()`",NU,,[-1.]
315,49878022-1541,"	you could also do this by saying  ``` return set_review_shared(self.agid, self.rid) or self.abort(400) ``` although i find that kinda weird. if you want to return a 400 if something goes wrong in core, it's clearer to catch the exception here and abort in the exception handler rather than catch it in the underlying layer, return None, and then have a special meaning for a None value in this layer",NU,,[-1.]
316,49880308-1541,"	ya what im suggesting is  ``` try:   return set_review_shared(self.agid, self.rid) except CoreApiException as e:   logging.warning(e)   return self.abort(400) ```  and then the core api wrapper method going back to being 2 lines",NU,,[0.]
317,49511401-1531,"	I was just looking through the `msid_selector` code (which handles `redirect_hostslug`) and, yes, I think you are correct, this should be fine. Especially if you grabbed it from the code that generates the ""View Location Page"" link.",NU,,[0.]
318,49158324-1529,"	@sgryschuk-va @tbathgate-va @bjohnson-va  so... sendwithus completely obscures what the links actually are (thye get turned into giant unreadable things). as long as the user doesn't see a microsite load up on microsite-prod.appspot.com (ie non whitelabelled domain) then from their perspective theres no difference between the WL domain and our domain unless they are exceptionally tech savvy for a random spam victim.  I think we could just give them a vanilla url that does the same thing and cut out all of this communication between CS and MS when CS goes to send the email.  ``` _get_review_deep_link ``` could just as easily exist on the vobject",NU,,[-1.]
319,49377610-1529,"	generally our urls should be lowercase with dashes between words like microsite/send-request-share-review-email  if you found 'MicroSite' somewhere in MS that's old school",NU,,[0.]
320,49378206-1529,"	you can get the reviews and ``` get_enabled_listing_sources ``` asynchronously. if you havent seen https://cloud.google.com/appengine/docs/python/ndb/async#tasklets id check it out. a tasklet decorator can turn any python function into a (pseudo)asynchronous method. we can refactor it together if you want",NU,,[0.]
321,49380685-1529,"	id look at initializing these mocks in your ``` setUp ```. If a mock is needed for every or almost every test, then might as well store it on the testCase instance in setUp. Allows you to get rid of all the nasty decorators and arguments into test functions.",NU,,[0.]
322,49381035-1529,"	if you'd like to put this mock into the setUp, you could change this test case to inherit from VTestCase, which is a thin wrapper about unittest.TestCase with some convenient assertions and (more importantly) the easy ```mock_function_in_setup ``` call (or whatever its called now) which lets you put this on an instance attribute easily",NU,,[0.]
323,49381258-1529,"	same comment here about patch decorators vs setUp and VTestCase",NU,,[0.]
324,48059473-1518,"	Minor, but the page, msid, pid, etc. are already added via `MicrositeGeneralView.get` and `MicrositeView.render_response` methods.",NU,,[0.]
325,48059765-1518,"	I would really like to see this file completely deleted and for reviews to use existing page logic. Also instead of overriding the `page` property in these handlers you could potentially just insert that logic into `MicrositeGeneralView.page` but that might get messy...",NU,,[0.]
326,45124925-1496,"	I don't understand what the issue is.  *Renee Elder* Product Owner *VendAsta Technologies Inc.* relder@vendasta.com| www.vendasta.com  On Tue, Nov 17, 2015 at 2:56 PM, Sunny Sharma <notifications@github.com> wrote:  > In src/templates/microsites/html/templates/ReviewDisplay.html > <https://github.com/vendasta/MS/pull/1496#discussion_r45119237>: > > > @@ -57,12 +53,12 @@ > >                          <span class=""reviewer-name"" data-bind=""text: reviewer_name"" itemprop=""name""></span> > >                      </div> > >                  </div> > > -                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: $root.linkToReview(review_id) }"" itemprop=""name""></a> > > +                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: url }"" itemprop=""name""></a> > > like so > [image: baltimore_plumbers__hvac___heating___cooling_service] > <https://cloud.githubusercontent.com/assets/5394747/11224592/c00bf400-8d43-11e5-9e42-0d0667e07da5.png> > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1496/files#r45119237>. >",NU,,[0.]
327,45126489-1496,"	That doesn't seem right.  It shouldn't put them into a place where they get ""stuck"".  If you want, we can do a hangout to go over how it should work.   *Renee Elder* Product Owner *VendAsta Technologies Inc.* relder@vendasta.com| www.vendasta.com  On Tue, Nov 17, 2015 at 3:41 PM, Dale Birtch <notifications@github.com> wrote:  > In src/templates/microsites/html/templates/ReviewDisplay.html > <https://github.com/vendasta/MS/pull/1496#discussion_r45125468>: > > > @@ -57,12 +53,12 @@ > >                          <span class=""reviewer-name"" data-bind=""text: reviewer_name"" itemprop=""name""></span> > >                      </div> > >                  </div> > > -                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: $root.linkToReview(review_id) }"" itemprop=""name""></a> > > +                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: url }"" itemprop=""name""></a> > > The reviews behaviour is inconsistent, only clickable if an optional field > (review title) is provided. This loads the landing page in the widget space > - including redundant branding, phone button and view map (not present in > the widget when first loaded, and should be present on other spots of the > page already) further this gets the user ""stuck"" there is no back or > ability to return to the list of reviews that you came from. > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1496/files#r45125468>. >",NU,,[0.]
328,43302235-1471,"	i think ```split_names = reviewer_name.split(' ')``` has the same effect",NU,,[0.]
329,43302570-1471,"	not huge fan of append None, you can do  ``` first_name = split_names[0].capitalize() if len(split_names) > 1:    last_initial = plit_names[1][0].capitalize() else:   last_initial = ''   ```",NU,,[0.]
330,43303181-1471,"	the correct way is to ```counts = defaultdict(int, {...})```",NU,,[0.]
331,43303522-1471,"	should it be ```if num_comments > 0```",NU,,[0.]
332,42263164-1440,"	How expensive is this vconfig lookup? Is it an NDB lookup by key? An API call? Using a memcache?  I am a little worried about adding this in the base `render_response` function because then it will be called for every single page, when we only really need it on a single page. Although, I will admit that it seems like the type of generic field we should put on every context.",NU,,[0.]
333,42061536-1431,"	I don't think env name is enough here, since these buckets are globally unique. `batch-files-microsites-prod` maybe instead",NU,,[-1.]
334,40992586-1421,"	is the positive/negative review message normally a list in the dict returned by ``` get_review_generation_dict ``` ?",NU,,[0.]
335,40344334-1408,"	personally i think it's weird to change the instance variable inside the test instead of using ``` % (self.pid, self.agid) ``` in string substitution just be brazen about shoving something out of the norm in there ``` % (self.pid, 'AG-FAILS') ```",NU,,[0.]
336,36522464-1376,"	`customer_identifier` can also be considered as non-essential as we have `pmsid` which is used as microsite's customer_identifier.",NU,,[0.]
337,36359606-1371,"	Are there other uses for the schema types besides using the schema.org url? If not, then maybe we could construct the urls as part of the `get_schema_types_by_taxonomy_ids` call since we'll need to do it every time anyways.",NU,,[0.]
338,35372136-1351,"	Open24 is detected by both the opens and closes being 00:00, as such this flag can be set on a day by day basis. Unless the entire week becoming open 24 hours was how the old MS HoO worked?",NU,,[0.]
339,34607774-1321,"	`photo clicks` ? What is `yellow ad`?",NU,,[0.]
340,34609008-1321,"	`November 2011` haha",NU,,[0.]
341,33466775-1309,"	Here, I'm thinking what if the account group is not synced. We know pubsub could sometime get delayed and in that case we'll have bug in validation and other places of the endpoints that uses this Mixin. May be we could first get from the `AccountGroupModel` and then if not there in the datastore get it via VBC api call?",NU,,[0.]
342,33167052-1307,"	self.validate(args) raises the ValidationError and other errors should come from ``` self.add(args_with_spid) ```, so these could be separate blocks.",NU,,[0.]
343,32023075-1286,"	Might as well do this for `LogoutHandler`.",NU,,[0.]
344,31767564-1275,"	I think `fn` is supposed to be equal to `org`?",NU,,[0.]
345,31767850-1275,"	Doesn't this need to be contained within the `vcard` class to be recognized?",NU,,[-1.]
346,31345976-1271,"	Shouldn't this be `23:59:59` otherwise we'll lose 1st day of each month in the billing query",NU,,[0.]
347,30737246-1241,"	Why do we use `qa` vs `_gaq` here? Might warrant some documentation",NU,,[0.]
348,30737650-1241,"	_gaq is old school... ga is the new way On May 20, 2015 1:05 PM, ""Jason Prokop"" <notifications@github.com> wrote:  > In src/static/js/MS.AddReview.js > <https://github.com/vendasta/MS/pull/1241#discussion_r30737246>: > > > @@ -39,5 +39,12 @@ var AddReviewViewModel = Class.extend({ > >                  $.gritter.success('Review copied to clipboard'); > >              }); > >          }; > > + > > +        self.trackShare = function(listing) { > > +            if (typeof(ga) === 'function') { > > +                ga('send', 'event', msid, 'ReviewShare', listing); > > Why do we use qa vs _gaq here? Might warrant some documentation > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1241/files#r30737246>. >",NU,,[0.]
349,30737821-1241,"	https://developers.google.com/analytics/devguides/collection/upgrade/reference/gajs-analyticsjs On May 20, 2015 1:09 PM, ""Jeremy Rans"" <jrans@vendasta.com> wrote:  > _gaq is old school... ga is the new way > On May 20, 2015 1:05 PM, ""Jason Prokop"" <notifications@github.com> wrote: > >> In src/static/js/MS.AddReview.js >> <https://github.com/vendasta/MS/pull/1241#discussion_r30737246>: >> >> > @@ -39,5 +39,12 @@ var AddReviewViewModel = Class.extend({ >> >                  $.gritter.success('Review copied to clipboard'); >> >              }); >> >          }; >> > + >> > +        self.trackShare = function(listing) { >> > +            if (typeof(ga) === 'function') { >> > +                ga('send', 'event', msid, 'ReviewShare', listing); >> >> Why do we use qa vs _gaq here? Might warrant some documentation >> >> — >> Reply to this email directly or view it on GitHub >> <https://github.com/vendasta/MS/pull/1241/files#r30737246>. >> >",NU,,[0.]
350,30739589-1241,"	@starulli-va I think so. Using analytics id from `settings.GOOGLE_ANALYTICS_TRACKING_CODE` all the analytics data will be in one analaytics id and it will be easy to find the data otherwise the data will be scattered all over the partner's google analytics id.",NU,,[0.]
351,30437984-1231,"	If this is the only thing in the new conditional block, I'd probably throw them both into one condition: ```python if MICROSITE_KEYS.PHONE_WORK in kwargs and MICROSITE_KEYS.PHONE_CALL_TRACKING in kwargs: ```",NU,,[0.]
352,30443698-1231,"	That being said, I don't understand why you care about the presence of ```MICROSITE_KEYS.PHONE_WORK``` at all...  Once again this method could be simplified to a single line: ```python kwargs[MICROSITE_KEYS.PHONE_CALL_TRACKING] = [phone_number_digits(v) for v in kwargs.get(MICROSITE_KEYS.PHONE_CALL_TRACKING, [])] ```",NU,,[-1.]
353,63595346-2862,"	It'll help a lot for conversions away from Jinja templating data onto the page if we keep it separate from the javascript code. This case is pretty simple and contained so it's pretty OK like this, though.",NU,,[0.]
354,63361850-2857,"	This is good info ? , might be good for a blog post ?",NU,,[0.]
355,63363469-2857,"	You could always just pass this in to the calls to `_fetch_histogram_stats_async`",NU,,[0.]
356,63363897-2857,"	I am impressed this test passed before.",NU,,[0.]
357,63364363-2857,"	when calling a function on a mock it always succeeds and returns itself. So this wouldn't have actually 'asserted' anything.",NU,,[0.]
358,63207085-2856,"	any reason for this to not just be in global.html ?",NU,,[0.]
359,63208483-2856,"	SM and MS have this at the bottom of all the pages, would that not work here?  <img width=""987"" alt=""screen shot 2016-05-13 at 6 02 55 pm"" src=""https://cloud.githubusercontent.com/assets/6391814/15254010/f9076f64-1934-11e6-8f6e-a3cd9b610d28.png"">",NU,,[0.]
360,62860153-2847,"	This reads awkwardly. Maybe we could change the logic to   if debug_flag or is_local_or_test",NU,,[0.]
361,62722407-2844,"	Is there any way to use the query from `ReviewEmailEventsStatistics`, I'm not really sure",NU,,[-1.]
362,62358673-2828,"	the data for this and TopReviews are the same, is it possible to refactor this to use the same function as TopReviews. then we know for sure they will always be the exact same",NU,,[0.]
363,62105033-2819,"	I removed `graphsInitializedWithData ` and replace it with `allDataAquired`, we'll have to watch that in the mregeds",NU,,[0.]
364,62072587-2809,"	It's probably worth putting this explanation in the docstring",NU,,[0.]
365,62073070-2809,"	This line made me think ""there must be a better way to round a float to 1 decimal in python"". But apparently there isn't ....",NU,,[0.]
366,61972067-2806,"	We might not need this computed property cause summing up all the data seems not to make sense. BTW, I have calculate total in python domain layer.",NU,,[0.]
367,61972094-2806,"	The same comment above.",NU,,[0.]
368,62038489-2806,"	We might end up having an issue here. The Open Rate can be calcualted with `(sent to unique emails)/(opened by unique emails)` as the user as no way of calculating that themselves. But your PR has the total being calculated as `sent to unique emails` which would be different than the graph. And it's possible for the SMB to see the full graph and count the total themselves. I think it'd be better to sum all the data here as it'll be consistent with the graph",NU,,[0.]
369,62038809-2806,"	does this effect other SR graphs? ~~looks like you're not using Srep.graph for the graphs here, not sure why these changes were needed~~ found the area graph",NU,,[-1.]
370,62039605-2806,"	You can probably see how inheritance would help a lot with these classes. That's what the Class.extend stuff is. inheritance.js is the lib we used for this. We're getting away from that now as ES2016 supports inheritance",NU,,[0.]
371,62044714-2806,"	Cool, wasn't sure",NU,,[0.]
372,61956793-2804,"	The date comes from the csv",NU,,[0.]
373,61951067-2799,"	Not sure if we still need this import.  Probably break pylint",NU,,[0.]
374,61899268-2796,"	Is this Ajax handler just for getting reviews requested stats? If we want to use this ajax handler to get all email-related stats (reviews requested and open rate), I think we should format data as follows: ``` overall_stats = {             'quarterly': {‘reviews_requested’: {'intervals': [], 'labels': []},  	    		       ‘open_rate’: {'intervals': [], 'labels': []}},             'monthly': ...,             'daily': ... } ``` or ``` overall_stats = {             'quarterly': {                 'label': [],                 'interval': {                     'reviews_requested': [],                     'open_rate': []                  }             },             'monthly': ...,             'daily': ... } ```",NU,,[0.]
375,61797709-2792,"	We'll make a note to change this",NU,,[0.]
376,61745738-2783,"	maybe we should remove this comment now as it's out-of-date",NU,,[0.]
377,61593340-2778,"	These functions should probably just accept an account group model. The handler already has access through `hander.account.account_group`",NU,,[0.]
378,61594362-2778,"	Does this fix that stupid graph margin problem?",NU,,[0.]
379,61343119-2775,"	are these names backwards? seems to me the ""internal"" one should be the non-deprecated one",NU,,[0.]
380,61343162-2775,"	wait... wait... I read that wrong...",NU,,[-1.]
381,61267036-2772,"	why did you cut the spinner?",NU,,[0.]
382,61267847-2772,"	Oh, I see, the data is available on page load. What's funny is that it still takes about the same amount of time for the highchart animation (locally) as the ajax call for the Total Reviews graph",NU,,[0.]
383,61293219-2772,"	I think it's actually a combo of the time it takes to build the chart and animate it. It might always look kinda funny.",NU,,[0.]
384,60999670-2771,"	Does this work? Shouldn't it be ```{{ super() }}```. Not saying it's wrong, but I've never seen it like this before.",NU,,[-1.]
385,60775023-2757,"	again, is there a reason to push these objects into the list rather than just construct the list the way you want it? I'm no JS pro, so maybe there is?",NU,,[0.]
386,60795142-2757,"	That's cool. Just curious, I thought you'd have a reason.",NU,,[0.]
387,60466042-2755,"	![image](https://cloud.githubusercontent.com/assets/8963131/14686516/44ced578-06f6-11e6-9415-93e9d2dc8502.png) ;)",NU,,[0.]
388,60466143-2755,"	inline styles?",NU,,[0.]
389,59634293-2740,"	maybe rename `path` to `actionLink`",NU,,[0.]
390,59455346-2732,"	Since vForm inherits vApi, have you tried using `validate_arg_message` instead of `pre_process_hook` for validation?",NU,,[0.]
391,59456704-2732,"	This is fine with me too.",NU,,[0.]
392,59411508-2731,"	that is my goal in life",NU,,[0.]
393,59407387-2730,"	I guess you didn't make this change ... but isn't the pythonically prefered way to cast it as str?",NU,,[0.]
394,59407529-2730,"	pretty slick",NU,,[0.]
395,59395576-2728,"	loooove these naming conventions /sarcasm",NU,,[0.]
396,59296394-2727,"	Seems that these things are unnecessary or could use the config values from above?",NU,,[-1.]
397,59296610-2727,"	:no_good:",NU,,[0.]
398,59438068-2727,"	Nice.",NU,,[0.]
399,58944060-2725,"	Does `visible: !postedByOwner` mean they can't delete their own comments? Don't we want to allow that?",NU,,[-1.]
400,58944406-2725,"	It adds a lot of complexity with regards to the responded by owner stuff.  We aren't supporting it right now, I'm sure if people ask for it, that could be changed in the future.",NU,,[-1.]
401,58945551-2725,"	Also we decided that, unless they really fuck up, they can just edit their comment. Seems like that would be the better solution anyway.",NU,,[0.]
402,58946786-2725,"	Out of curiosity what makes it more complicated? Is it concierge? Just wondering because it may not happen much, but I had one issue on black ops to delete a comment because the owner posted ""I'm so sorry for your bad experience"" on the wrong review, which was a 5 star good review haha",NU,,[-1.]
403,58949189-2725,"	you're required review here, but I don't think it's ever used",NU,,[-1.]
404,58949549-2725,"	nm, I found it",NU,,[0.]
405,58432018-2715,"	this technically works cause it will kill the tests if there's an exception, but could you change it to be an assert ``` try     send_activity({}) except Exception:     self.fail() ``` just so it's written more like a test",NU,,[0.]
406,58432070-2715,"	and can you change it to 4xx err instead of 400, because technically this was 404",NU,,[0.]
407,58393977-2713,"	This should probably be done in app/domain/repcore/sources.py in `get_all_sources_as_dict` I believe you can strip it out in that function just like it strips out the listing distribution sources",NU,,[0.]
408,58396549-2713,"	Please don't blindly make that change. That function is used to do stuff with reviews. And we still want Location Page Reviews.",NU,,[-1.]
409,58399002-2713,"	ok, sounds good to me",NU,,[0.]
410,57234224-2702,"	That's pretty slick.",NU,,[0.]
411,57204458-2698,"	Why is all of this in the PR? Was this intentional?",NU,,[0.]
412,57030926-2695,"	I thought this was being used, that's why I left it",NU,,[-1.]
413,56997764-2694,"	this is a weird change, what happened here?",NU,,[0.]
414,56997980-2694,"	NM figured it out",NU,,[0.]
415,57387823-2688,"	Any reason why you're popping all over the place?",NU,,[-1.]
416,56527482-2674,"	It might be nice to link to the source here: `<a href=""{source_url}"">{source_name}</a>` Here and above for the ""Accurate listing"" message too. I assume you have access to that information in the API call to repcore.",NU,,[0.]
